,id,name,pull_date,sent,opens_count,unique_opens_count,clicks_count,unique_clicks_count,unsubscribes_count,spam_count,hard_bounces_count,soft_bounces_count,social_interactions_count,click_to_open_rate,open_rate,click_rate,unsubscribe_rate,spam_rate,hard_bounce_rate,soft_bounce_rate,forward_rate,social_interaction_rate
0,85145858856716235,April Newsletter,2023-04-18,195,70,70,8,8,2,0,4,6,0,0.11428571428571428,0.358974358974359,0.041025641025641026,0.010256410256410256,0,0.020512820512820513,0.03076923076923077,0,0
1,82793315218490514,March SaaS Update,2023-04-18,56,34,34,1,1,1,0,2,2,0,0.029411764705882353,0.6071428571428571,0.017857142857142856,0.017857142857142856,0,0.03571428571428571,0.03571428571428571,0,0
2,83417712071542426,API Update March,2023-04-18,56,38,38,8,8,2,0,1,0,0,0.21052631578947367,0.6785714285714286,0.14285714285714285,0.03571428571428571,0,0.017857142857142856,0.0,0,0
